audience_rating,writers_encoded,directors_encoded,tomatometer_rating,studio_name_encoded,tomatometer_status_encoded
41.0,41.0,70.9090909090909,44,60.32960893854749,2
79.0,79.0,61.142857142857146,40,57.69426751592356,2
63.0,63.0,58.5,78,61.45454545454545,1
62.0,65.94736842105263,68.58333333333333,81,57.69426751592356,1
27.0,27.0,27.0,20,51.58974358974359,2
51.0,51.0,51.0,4,72.0,2
80.0,80.0,68.44117647058823,80,59.10020589754726,1
58.0,62.8,67.28571428571429,63,60.63978585215741,1
40.0,40.0,54.41176470588236,32,57.69426751592356,2
40.0,40.0,40.0,60,55.552489304503226,1
80.0,60.25,58.44444444444444,93,64.66666666666667,1
26.0,26.0,26.0,19,46.5,2
77.0,68.42650572394776,77.0,100,69.22972972972973,1
77.0,77.0,82.0,91,70.56603773584905,0
84.0,84.0,64.25,86,66.59209356047646,1
84.0,84.0,80.27272727272727,85,56.98611111111112,1
43.0,43.0,61.0,38,62.6,2
56.0,56.0,58.85714285714285,98,63.42857142857143,1
68.0,68.0,67.5,24,68.0,2
72.0,72.0,72.0,96,66.40024482879933,1
39.0,39.0,39.0,58,68.85620915032679,2
30.0,40.5,41.333333333333336,65,47.022420416964536,1
18.0,18.0,36.0,56,18.0,2
54.0,65.44444444444444,65.07692307692308,71,56.98611111111112,1
81.0,81.0,77.52941176470588,65,54.71236873036421,1
31.0,47.5,47.5,57,31.0,2
67.0,67.0,67.0,15,67.0,2
85.0,67.0,75.125,87,60.894165751251066,1
68.0,68.0,78.71428571428571,75,59.12396694214876,1
74.0,74.0,82.0,66,60.81818181818182,1
90.0,89.0,73.75,67,90.0,1
30.0,50.0,47.16666666666666,39,75.88235294117646,2
76.0,76.0,49.0,78,55.552489304503226,0
84.0,84.0,84.0,85,75.6,0
87.0,75.0,61.1,75,80.66666666666667,0
62.0,62.0,64.5,69,59.27272727272727,1
40.0,40.0,43.0,42,35.12354143781276,2
64.0,45.61538461538461,49.0,58,66.59209356047646,2
48.0,48.0,48.0,55,59.95,2
38.0,38.0,44.5,15,62.20725127424905,2
57.0,59.5,57.0,40,39.125,2
27.0,27.0,54.76190476190476,33,62.14686825053996,2
49.0,48.0,54.5,71,50.23809523809524,1
60.0,60.0,50.4,10,60.23333333333333,2
85.0,85.0,85.0,83,60.32960893854749,0
92.0,92.0,77.0,88,92.0,1
88.0,88.0,67.70833333333333,76,60.32960893854749,0
34.0,34.0,51.5,13,60.56280193236715,2
68.0,68.0,67.5,73,63.3192419481648,0
24.0,24.0,24.0,38,37.66666666666666,2
89.0,84.0,88.25,100,89.33333333333333,1
51.0,70.5,72.66666666666667,51,70.56603773584905,2
38.0,38.0,38.0,23,49.833333333333336,2
65.0,58.333333333333336,55.71428571428572,39,47.285714285714285,2
59.0,55.25,69.07692307692308,20,63.419878296146045,2
87.0,87.0,87.0,89,87.0,1
50.0,50.0,50.0,45,69.22972972972973,2
79.0,79.0,85.0,97,74.33333333333333,0
75.0,64.0,58.35294117647059,92,47.95918367346939,1
24.0,50.0,27.5,51,64.28571428571429,2
17.0,17.0,17.0,13,23.0,2
75.0,75.0,75.0,88,46.82142857142857,1
59.0,59.0,71.0,80,63.78740157480315,0
53.0,53.0,53.0,71,55.552489304503226,1
69.0,76.0,76.0,66,60.22727272727273,1
83.0,83.0,79.6,89,60.11688311688312,1
77.0,77.0,63.333333333333336,86,62.16666666666666,1
73.0,73.0,63.63636363636363,80,65.35714285714286,1
84.0,84.0,73.57142857142857,85,70.56603773584905,0
24.0,24.0,24.0,0,43.575,2
18.0,18.0,18.0,22,18.0,2
69.0,69.0,69.0,85,70.77777777777777,1
64.0,64.0,57.0,53,54.30769230769231,2
71.0,64.5,65.9090909090909,82,59.95,1
76.0,76.0,76.0,57,76.0,2
56.0,56.0,65.0,40,37.66666666666666,2
77.0,65.44444444444444,65.07692307692308,75,66.59209356047646,1
90.0,90.0,86.0,98,57.45430436988641,0
24.0,24.0,68.0,33,56.765957446808514,2
82.0,82.0,69.54622994077405,96,63.78740157480315,0
61.0,61.0,57.0,74,57.45430436988641,0
27.0,27.0,46.25,20,27.0,2
34.0,34.0,34.0,40,34.0,2
43.0,43.0,43.0,48,55.27142857142857,2
68.0,68.0,73.22222222222223,57,62.6,2
68.0,68.0,62.16666666666666,85,57.45430436988641,0
91.0,91.0,67.70833333333333,89,63.3192419481648,0
81.0,81.0,81.66666666666667,87,63.3192419481648,0
59.0,40.0,48.66666666666666,25,62.6,2
68.0,68.0,54.0,70,63.419878296146045,1
31.0,47.0,48.75,37,31.0,2
56.0,56.0,56.0,87,68.0,0
71.0,71.0,71.0,80,61.39722212379044,1
39.0,39.0,73.22222222222223,9,62.20725127424905,2
41.0,56.75,56.75,19,44.55172413793103,2
84.0,84.0,84.0,94,59.140959033136895,0
73.0,68.42650572394776,73.0,79,73.0,1
35.0,35.0,39.0,9,59.02105263157895,2
40.0,40.0,55.71428571428572,13,56.98611111111112,2
56.0,56.0,55.0,57,55.125,2
47.0,48.25,48.44444444444444,80,54.55439491446925,1
60.47082875625534,60.47082875625534,59.49027625208512,95,64.61003069467613,0
91.0,91.0,74.25,91,63.3192419481648,0
78.0,78.0,78.0,80,60.63978585215741,1
32.0,32.0,32.0,43,32.0,2
69.0,60.5,66.33333333333333,69,54.80952380952381,1
23.0,23.0,23.0,22,35.12354143781276,2
63.0,63.0,64.14285714285714,14,63.3192419481648,2
74.0,72.0,66.33333333333333,69,73.0,1
43.0,43.0,49.142857142857146,3,63.419878296146045,2
70.0,70.0,70.0,68,78.75,1
75.0,75.0,75.0,94,75.0,1
44.0,44.0,44.0,19,44.42262813471162,2
47.0,47.0,52.5,25,61.39722212379044,2
51.0,51.0,63.16666666666666,54,56.98611111111112,2
72.0,68.42650572394776,72.0,86,71.98258011060099,0
83.0,68.42650572394776,83.0,98,83.0,0
86.0,86.0,86.0,94,86.0,0
32.0,32.0,32.0,33,32.0,2
45.0,67.25,62.0,63,56.98611111111112,1
43.0,43.0,43.0,73,43.0,1
79.0,45.333333333333336,45.333333333333336,89,47.022420416964536,1
75.0,75.0,83.0,77,69.5359477124183,1
53.0,62.0,53.0,67,53.0,1
74.0,74.0,62.6,92,48.6,0
50.0,50.0,50.0,83,62.14686825053996,0
22.0,22.0,31.5,14,22.0,2
33.0,33.0,42.0,55,47.31428571428572,2
76.0,76.0,63.333333333333336,86,65.11111111111111,1
52.0,52.0,52.0,11,62.20725127424905,2
61.0,61.0,61.0,100,61.0,1
35.0,35.0,35.0,61,60.11688311688312,1
88.0,88.0,88.0,73,88.0,1
83.0,83.0,54.0,17,73.0,2
33.0,50.5,50.5,8,61.39722212379044,2
90.0,71.25,68.18181818181819,63,63.3192419481648,1
61.0,44.333333333333336,53.5,52,62.07142857142857,2
44.0,44.0,44.0,53,41.06666666666667,2
28.0,43.5,43.5,43,28.0,2
72.0,72.0,72.0,14,72.0,2
61.0,61.0,61.0,100,63.90909090909091,1
78.0,68.42650572394776,78.0,71,78.0,1
16.0,16.0,46.0,50,23.666666666666668,2
76.0,68.42650572394776,,13,62.6,2
81.0,81.0,81.0,20,81.0,2
88.0,77.625,83.0,94,75.8,0
40.0,52.5,40.0,100,46.82142857142857,1
39.0,39.0,63.333333333333336,52,60.81818181818182,2
40.0,40.0,68.44117647058823,53,63.3192419481648,2
65.0,65.0,65.0,50,48.65217391304348,2
17.0,48.5,22.666666666666668,4,17.0,2
74.0,74.0,74.0,39,59.10020589754726,2
48.0,48.0,48.0,65,54.30769230769231,1
40.0,40.0,40.0,50,61.39722212379044,2
35.0,35.0,35.0,60,35.0,1
91.0,81.0,75.88888888888889,92,64.98643150657065,0
72.0,72.0,78.54545454545455,33,63.3125,2
87.0,87.0,79.5,55,62.6,2
84.0,84.0,82.625,87,62.20725127424905,0
58.0,58.0,64.7,78,57.57575757575758,1
51.0,51.0,48.5,83,55.552489304503226,0
65.0,65.0,65.0,80,68.85620915032679,0
51.0,48.25,55.07692307692308,37,58.148648648648646,2
89.0,89.0,49.875,100,62.14686825053996,1
79.0,68.42650572394776,58.5,92,63.02608695652174,1
58.0,58.0,42.66666666666666,61,62.14686825053996,1
60.0,60.0,74.53846153846153,80,63.02608695652174,1
67.0,67.0,61.71428571428572,29,63.419878296146045,2
38.0,40.5,42.66666666666666,0,63.419878296146045,2
84.0,84.0,84.0,37,43.8445435418156,2
76.0,76.0,76.0,41,60.784192679726594,2
85.0,85.0,80.5,89,55.552489304503226,0
77.0,64.12121212121212,66.16666666666667,91,71.98258011060099,0
76.0,50.0,76.0,90,62.0,1
53.0,56.25,61.6,9,59.12396694214876,2
63.0,63.0,70.5,38,60.81818181818182,2
10.0,10.0,21.5,23,54.0,2
79.0,77.0,77.0,96,57.23333333333333,0
34.0,44.0,44.0,40,56.25,2
65.0,65.0,53.66666666666666,36,56.98611111111112,2
45.0,45.0,45.0,80,63.90909090909091,1
52.0,52.0,54.41176470588236,80,56.98611111111112,1
77.0,77.0,77.0,87,57.5,0
88.0,86.33333333333333,84.25,95,62.20725127424905,0
92.0,92.0,61.588235294117645,84,62.14686825053996,0
38.0,38.0,61.588235294117645,46,62.14686825053996,2
56.0,56.0,53.333333333333336,100,63.3125,1
48.0,48.0,48.0,56,48.0,2
22.0,22.0,41.4,16,62.14686825053996,2
55.0,55.0,30.25,67,45.0,1
20.0,51.5,56.285714285714285,32,57.45430436988641,2
61.0,60.2,65.5,33,48.65217391304348,2
36.0,36.0,37.0,7,58.93478260869565,2
66.0,61.0,53.333333333333336,93,59.12396694214876,1
23.0,23.0,23.0,17,23.0,2
64.0,64.0,64.0,70,64.0,1
45.0,65.0,65.58823529411765,31,63.18636363636364,2
86.0,68.42650572394776,75.5,88,69.22972972972973,0
61.0,61.0,54.75,26,61.0,2
78.0,78.0,78.0,60,78.0,1
87.0,87.0,58.0,90,65.5,0
23.0,23.0,23.0,64,57.45430436988641,1
65.0,65.0,54.76190476190476,78,56.98611111111112,1
22.0,54.2,51.0,8,62.20725127424905,2
82.0,68.42650572394776,82.0,80,82.0,0
27.0,50.333333333333336,56.66666666666666,11,62.6,2
38.0,38.0,45.36363636363637,71,59.10020589754726,1
71.0,71.0,71.0,60,65.0,1
45.0,65.0,65.7,44,59.10020589754726,2
86.0,84.0,70.0,61,60.56280193236715,1
24.0,24.0,24.0,45,43.8445435418156,2
51.0,51.0,51.0,71,51.0,1
17.0,17.0,18.0,0,55.02173913043478,2
74.0,74.0,74.0,89,67.33050847457628,0
84.0,84.0,84.0,75,54.9688129926138,1
81.0,46.5,46.5,87,59.10020589754726,1
78.0,68.42650572394776,78.0,76,52.375,1
86.0,86.0,86.0,95,86.0,0
75.0,45.61538461538461,49.0,67,53.2,1
63.0,63.0,63.16666666666666,28,56.765957446808514,2
18.0,18.0,18.0,0,65.12,2
73.0,66.75,71.66666666666667,91,47.31428571428572,0
40.0,42.5,58.833333333333336,21,62.6,2
92.0,86.5,84.33333333333333,77,92.0,1
26.0,50.0,54.76190476190476,16,59.10020589754726,2
66.0,66.0,66.0,17,65.12,2
79.0,79.0,79.0,71,66.40024482879933,1
68.0,74.66666666666667,68.5625,86,59.12396694214876,1
43.0,43.0,43.0,40,43.0,2
88.0,88.0,63.0,88,74.0,0
59.0,59.0,59.0,83,61.64556962025316,1
21.0,21.0,18.0,13,51.23529411764706,2
79.0,79.0,79.0,93,79.0,1
89.0,89.0,74.1634254173617,93,62.6,0
22.0,22.0,22.0,33,55.552489304503226,2
52.0,52.0,,54,63.419878296146045,2
71.0,73.85714285714286,73.85714285714286,89,56.5,1
18.0,18.0,57.75,14,58.93478260869565,2
85.0,68.42650572394776,73.33333333333333,100,59.27272727272727,1
50.0,66.0,52.5,67,66.59209356047646,1
77.0,77.0,77.0,97,69.5359477124183,0
91.0,74.5,74.5,22,59.15694291875178,2
58.0,74.5,74.5,23,64.25,2
51.0,56.5,52.625,38,55.27142857142857,2
69.0,69.0,69.0,35,60.11688311688312,2
59.0,59.0,56.333333333333336,25,56.98611111111112,2
62.0,62.0,62.0,82,63.419878296146045,1
79.0,79.0,52.0,91,60.56280193236715,0
76.0,76.0,76.0,97,65.5,0
59.0,56.5,73.5,67,63.3125,1
75.0,75.0,75.0,84,65.5,0
69.0,69.0,69.0,87,68.97058823529412,0
48.0,48.0,48.0,11,58.5,2
86.0,86.0,86.0,94,56.98611111111112,1
57.0,57.0,58.73541437812767,79,66.40024482879933,1
91.0,91.0,91.0,95,91.0,0
64.0,64.0,63.5,60,48.285714285714285,1
76.0,76.0,67.6842105263158,87,62.14686825053996,0
56.0,56.0,56.0,58,62.20725127424905,2
74.0,74.0,74.0,88,74.0,0
84.0,74.5,84.0,98,84.0,0
69.0,68.42650572394776,69.0,91,79.5,1
32.0,32.0,59.333333333333336,33,57.5,2
50.0,50.0,50.0,0,50.0,2
60.0,68.42650572394776,75.0,100,60.0,1
35.0,57.55555555555556,56.4,83,45.0,1
80.0,80.0,84.88888888888889,85,63.18636363636364,0
58.0,58.0,56.0,48,48.940298507462686,2
40.0,35.0,35.0,33,40.0,2
87.0,87.0,73.33333333333333,69,43.575,1
29.0,29.0,41.66666666666666,51,52.66666666666666,2
32.0,50.375,50.0,52,68.85620915032679,2
83.0,68.42650572394776,83.0,88,68.0,0
54.0,59.0,59.0,94,64.61003069467613,1
60.47082875625534,60.47082875625534,60.47082875625534,25,60.47082875625534,2
45.0,45.0,45.0,59,41.890036032880666,2
93.0,93.0,70.77777777777777,83,62.14686825053996,0
90.0,59.285714285714285,75.88888888888889,81,62.14686825053996,0
91.0,91.0,75.88888888888889,92,62.14686825053996,0
18.0,18.0,18.0,40,15.0,2
61.0,62.8,63.09090909090909,81,56.765957446808514,0
83.0,75.33333333333333,74.14285714285714,95,75.0,0
81.0,60.142857142857146,64.0,61,47.95918367346939,1
33.0,33.0,80.5,50,66.59209356047646,2
86.0,81.33333333333333,82.75,87,86.0,0
87.0,70.8,65.0,88,54.083333333333336,0
63.0,63.0,63.0,75,70.0,1
76.0,76.0,76.0,93,74.76190476190476,0
70.0,70.0,64.5,70,59.07142857142857,1
74.0,65.0,74.5,80,63.78740157480315,0
71.0,59.0,61.375,83,62.20725127424905,1
85.0,56.75,56.75,63,60.784192679726594,1
79.0,73.8,73.8,87,74.07692307692308,1
69.0,69.0,56.5,67,60.56280193236715,1
62.0,62.0,62.0,50,62.0,2
80.0,80.4,71.6470588235294,97,55.552489304503226,0
42.0,42.0,47.285714285714285,60,61.39722212379044,1
50.0,50.0,46.75,11,60.784192679726594,2
87.0,87.0,52.333333333333336,88,69.57692307692308,0
62.0,62.0,62.0,30,44.42262813471162,2
69.0,50.375,63.94117647058823,74,59.10020589754726,1
87.0,68.42650572394776,87.0,90,67.33050847457628,1
81.0,81.0,61.71428571428572,90,66.59209356047646,1
93.0,84.5,70.44444444444444,96,63.18636363636364,0
71.0,71.0,71.0,59,78.0,2
55.0,60.66666666666666,49.0,79,63.4,0
61.0,61.0,61.0,90,60.09090909090909,1
64.0,58.5,58.0,69,58.148648648648646,1
70.0,70.0,70.0,17,48.333333333333336,2
86.0,71.5,57.75,45,58.148648648648646,2
67.0,67.0,67.0,13,49.333333333333336,2
60.0,60.0,55.66666666666666,20,56.98611111111112,2
40.0,40.0,40.0,44,55.552489304503226,2
60.0,60.0,60.0,40,61.92656078359576,2
24.0,24.0,24.0,9,24.0,2
84.0,84.0,82.0,100,84.04545454545455,1
68.0,68.0,68.0,69,68.0,1
40.0,40.0,61.0,14,66.59209356047646,2
46.0,46.0,58.888888888888886,9,64.34328358208955,2
67.0,73.8,63.63636363636363,100,64.96666666666667,1
76.0,76.0,76.0,78,67.33050847457628,0
46.0,55.0,41.66666666666666,40,46.0,2
35.0,35.0,35.0,47,54.9688129926138,2
64.0,64.0,65.25,43,63.3192419481648,2
78.0,78.0,78.0,77,50.0,1
47.0,47.0,47.0,25,51.1,2
74.0,66.75,71.66666666666667,91,55.46220205401824,0
67.0,67.0,62.333333333333336,84,56.765957446808514,0
86.0,86.0,74.0,71,65.12,1
33.0,33.0,33.0,17,49.0,2
54.0,54.0,74.5,70,49.333333333333336,1
46.0,46.0,67.0,34,62.14686825053996,2
91.0,91.0,58.35294117647059,100,55.02173913043478,1
91.0,74.6,61.7037037037037,88,63.419878296146045,0
92.0,68.05882352941177,75.28571428571429,89,62.14686825053996,0
64.0,64.0,64.0,52,54.5,2
59.0,74.0,68.66666666666667,64,66.59209356047646,1
57.0,41.8,46.5,31,51.23529411764706,2
57.0,57.0,57.0,100,57.0,1
52.0,52.0,67.2,34,65.60240963855422,2
73.0,73.0,73.0,0,70.37256906302127,2
88.0,67.5,58.84615384615385,94,69.57692307692308,1
32.0,32.0,50.8,26,62.14686825053996,2
65.0,68.42650572394776,72.6,78,75.88235294117646,1
29.0,29.0,52.75,11,55.552489304503226,2
91.0,91.0,76.28571428571429,85,58.93478260869565,0
57.0,57.0,54.5,60,55.552489304503226,1
81.0,78.0,81.0,61,60.56280193236715,1
65.0,65.0,65.0,67,67.0,1
71.0,71.0,62.0,68,71.0,1
41.0,51.5,48.333333333333336,56,59.140959033136895,2
90.0,70.57142857142857,80.0,97,87.0,0
86.0,77.33333333333333,69.0,79,63.78740157480315,0
60.0,60.0,60.0,68,60.32960893854749,1
47.0,47.0,38.5,26,47.285714285714285,2
32.0,32.0,54.25,25,59.12396694214876,2
70.0,70.0,69.0,64,68.85620915032679,1
75.0,75.0,75.0,67,69.22972972972973,1
46.0,41.25,60.66666666666666,46,56.765957446808514,2
88.0,88.0,81.66666666666667,100,88.0,0
45.0,45.0,40.8,44,52.391304347826086,2
24.0,54.25,24.0,40,48.45454545454545,2
29.0,24.5,32.0,45,29.0,2
40.0,40.0,58.35294117647059,11,64.98643150657065,2
51.0,51.0,60.4,11,60.56280193236715,2
87.0,87.0,87.0,82,60.333333333333336,1
61.0,61.0,67.125,75,61.0,1
52.0,52.0,64.0,62,68.85620915032679,1
76.0,76.0,69.28571428571429,90,56.765957446808514,0
87.0,87.0,76.78125,91,65.28571428571429,0
93.0,93.0,83.0,95,63.18636363636364,0
70.0,70.0,57.5,85,59.02105263157895,0
86.0,69.71428571428571,86.0,63,69.5359477124183,1
62.0,62.0,62.54545454545455,80,63.419878296146045,1
87.0,71.75,68.44117647058823,90,63.02608695652174,0
81.0,81.0,60.0,81,68.85620915032679,0
60.0,60.0,61.75,27,68.85620915032679,2
65.0,65.0,60.0,78,65.0,0
82.0,82.0,81.11111111111111,94,82.0,1
32.0,32.0,57.66666666666666,40,56.285714285714285,2
72.0,73.0,75.38888888888889,85,62.20725127424905,1
84.0,63.5,66.0,28,60.63978585215741,2
75.0,75.0,77.5,82,75.0,1
86.0,68.42650572394776,86.0,100,75.08333333333333,0
68.0,77.0,66.33333333333333,83,68.0,0
67.0,67.0,67.0,65,64.48717948717949,1
67.0,67.0,67.0,57,51.23529411764706,2
24.0,24.0,32.5,13,54.9688129926138,2
80.0,65.94736842105263,76.5,75,57.69426751592356,1
33.0,37.0,36.5,51,55.552489304503226,2
86.0,86.0,86.0,82,71.98258011060099,0
23.0,23.0,41.5,80,51.5,1
53.0,53.0,65.5,42,53.0,2
66.0,69.5,67.0,63,62.14686825053996,1
70.0,70.0,60.125,20,50.083333333333336,2
49.0,56.0,58.888888888888886,34,54.55439491446925,2
70.0,60.0,80.5,72,63.419878296146045,0
90.0,90.0,79.27777777777777,93,76.38461538461539,0
33.0,33.0,33.0,17,53.62418968767376,2
55.0,71.0,74.0,50,52.391304347826086,2
78.0,57.8,51.5,98,60.11688311688312,0
52.0,52.0,52.0,29,64.0,2
84.0,64.12121212121212,66.16666666666667,100,54.65217391304348,1
73.0,68.42650572394776,73.0,65,55.875,1
21.0,21.0,21.0,35,66.59209356047646,2
92.0,92.0,92.0,83,54.15384615384615,0
82.0,82.0,70.9090909090909,87,63.78740157480315,0
66.0,66.0,60.5,31,60.11688311688312,2
73.0,70.8,73.0,63,65.39508699636202,1
40.0,40.0,40.0,28,60.56280193236715,2
75.0,79.25,79.625,81,71.98258011060099,0
62.0,62.0,62.0,64,57.45430436988641,1
70.0,75.0,75.0,87,63.78740157480315,0
72.0,72.0,80.0,64,71.98258011060099,1
44.0,44.0,54.0,25,44.0,2
62.0,62.0,68.0,88,60.56280193236715,1
18.0,18.0,40.4,20,18.0,2
47.0,40.5,68.44117647058823,75,63.3192419481648,1
74.0,74.0,65.28571428571429,76,57.45430436988641,0
93.0,71.0,72.0,97,55.27142857142857,1
68.0,65.5,63.266666666666666,81,47.55555555555556,1
87.0,80.66666666666667,65.0,97,64.64788732394366,0
81.0,68.42650572394776,81.0,96,81.0,0
62.0,62.0,62.0,44,62.0,2
51.0,67.66666666666667,52.6,45,49.66666666666666,2
46.0,46.0,66.33333333333333,44,54.5625,2
82.0,82.0,82.0,54,69.22972972972973,2
64.0,64.0,64.0,37,63.27619047619048,2
56.0,56.0,56.0,50,59.75,2
31.0,31.0,31.0,57,31.0,2
77.0,77.0,69.0,42,63.419878296146045,2
74.0,74.0,53.0,77,74.07692307692308,0
54.0,54.0,54.0,54,45.114285714285714,2
33.0,33.0,33.0,0,59.12396694214876,2
85.0,86.8,67.28571428571429,89,55.552489304503226,0
68.0,68.42650572394776,68.0,70,48.5,1
64.0,77.33333333333333,69.0,68,55.660714285714285,1
39.0,48.333333333333336,65.9,38,68.85620915032679,2
23.0,39.0,23.0,0,41.5,2
59.0,59.0,65.07692307692308,22,66.59209356047646,2
60.0,68.42650572394776,50.16666666666666,89,60.11688311688312,1
66.0,72.0,71.5,69,55.552489304503226,1
31.0,31.0,53.0,15,51.23529411764706,2
90.0,90.0,77.4,66,70.56603773584905,1
73.0,73.0,58.16666666666666,75,65.35714285714286,1
57.0,57.0,59.75,48,62.14686825053996,2
30.0,44.625,50.27272727272727,67,52.391304347826086,1
41.0,41.0,52.0,67,62.14686825053996,1
68.0,68.0,68.0,20,65.375,2
58.0,58.0,58.0,29,55.552489304503226,2
43.0,43.0,43.0,20,43.0,2
87.0,65.44444444444444,79.25,91,84.04545454545455,1
79.0,56.333333333333336,55.85714285714285,78,79.0,0
48.0,61.75,48.0,30,54.55439491446925,2
89.0,68.42650572394776,89.0,89,55.552489304503226,0
77.0,58.5,66.83333333333333,41,63.3192419481648,2
68.0,56.333333333333336,57.16666666666666,75,68.0,1
24.0,24.0,38.66666666666666,0,60.32960893854749,2
77.0,77.0,60.125,100,63.18636363636364,1
90.0,90.0,90.0,88,78.75,1
88.0,88.0,88.0,76,76.6,0
49.0,49.0,59.095238095238095,67,69.5359477124183,1
37.0,37.0,37.0,81,61.39722212379044,1
53.0,68.42650572394776,53.0,44,46.81818181818182,2
72.0,72.0,55.75,73,68.85620915032679,1
43.0,68.2,43.0,35,60.56280193236715,2
34.0,53.333333333333336,55.07692307692308,61,58.7093023255814,1
57.0,57.0,57.0,82,57.0,1
72.0,72.0,72.0,92,63.27619047619048,0
69.0,50.0,56.13636363636363,85,56.98611111111112,0
81.0,77.5,80.27272727272727,83,63.419878296146045,1
89.0,68.42650572394776,89.0,84,57.45430436988641,0
82.0,48.25,48.44444444444444,97,73.72727272727273,0
28.0,29.5,24.666666666666668,59,28.0,2
39.0,39.0,52.76470588235294,46,63.3192419481648,2
64.0,64.0,64.0,63,68.0,1
38.0,38.0,38.0,23,53.035714285714285,2
85.0,85.0,58.84615384615385,97,59.10020589754726,1
69.0,69.0,57.25,54,64.34328358208955,2
78.0,78.0,84.0,85,54.083333333333336,0
68.0,68.0,59.25,76,60.56280193236715,0
74.0,43.0,80.0,92,63.419878296146045,0
78.0,78.0,68.5625,86,59.12396694214876,1
49.0,49.0,56.5,17,41.06666666666667,2
77.0,72.0,58.0,83,65.35,1
60.47082875625534,60.47082875625534,60.47082875625534,97,57.45430436988641,1
91.0,91.0,73.0,94,85.5,1
64.0,43.0,50.0,86,54.71236873036421,0
35.0,35.0,61.588235294117645,32,55.552489304503226,2
64.0,68.42650572394776,64.0,36,59.44444444444444,2
82.0,82.0,88.5,85,69.5359477124183,1
91.0,91.0,91.0,100,66.8,1
48.0,48.0,48.0,58,48.65217391304348,2
64.0,77.625,70.28571428571429,78,63.78740157480315,0
44.0,44.0,44.0,60,44.0,1
65.0,65.0,65.0,79,65.0,1
85.0,63.0,63.0,62,44.42262813471162,1
35.0,44.75,48.4,29,43.5,2
82.0,82.0,82.6,95,62.65217391304348,0
38.0,38.0,38.0,50,38.0,2
50.0,50.0,50.0,25,58.7093023255814,2
64.0,64.0,62.333333333333336,76,55.552489304503226,1
56.0,66.5,56.0,37,57.45430436988641,2
62.0,62.0,45.0,88,60.63978585215741,1
44.0,44.0,54.66666666666666,28,65.60240963855422,2
93.0,93.0,88.5,80,56.98611111111112,1
42.0,42.0,50.66666666666666,50,42.0,2
49.0,68.42650572394776,49.0,77,55.875,1
29.0,29.0,55.5,28,37.66666666666666,2
68.0,68.0,59.5,78,68.0,1
31.0,31.0,34.0,46,39.125,2
85.0,68.42650572394776,85.0,81,70.5,1
51.0,51.0,43.0,80,55.552489304503226,0
57.0,57.0,57.0,72,62.65217391304348,1
62.0,62.0,55.5,60,62.14686825053996,1
74.0,74.0,52.75,39,64.34328358208955,2
82.0,82.0,65.25,77,63.02608695652174,0
19.0,18.5,19.0,0,45.114285714285714,2
73.0,73.0,73.0,44,49.23529411764706,2
29.0,29.0,29.0,25,58.148648648648646,2
44.0,44.0,51.5,34,57.5,2
57.0,57.0,70.25,47,66.59209356047646,2
81.0,81.0,81.0,67,59.12396694214876,1
81.0,81.0,81.0,33,62.6,2
93.0,68.42650572394776,93.0,100,58.830092084028365,1
50.0,50.0,50.0,88,50.0,1
77.0,77.0,77.0,64,76.0,1
19.0,19.0,38.5,40,37.388888888888886,2
28.0,37.5,56.25,35,62.14686825053996,2
51.0,56.333333333333336,65.25,66,55.552489304503226,1
94.0,94.0,94.0,100,94.0,1
87.0,67.0,81.66666666666667,95,60.11688311688312,1
85.0,68.42650572394776,85.0,79,64.98643150657065,1
41.0,42.0,41.0,46,63.27619047619048,2
12.0,28.0,23.666666666666668,0,12.0,2
14.0,29.0,14.0,24,32.125,2
82.0,82.0,75.38888888888889,85,63.3125,1
69.0,69.0,69.0,100,69.0,1
51.0,51.0,60.833333333333336,53,56.98611111111112,2
78.0,74.25,74.25,89,71.98258011060099,0
80.0,80.0,76.5,88,59.12396694214876,1
87.0,87.0,54.90909090909091,74,63.3192419481648,0
18.0,18.0,38.333333333333336,4,59.10020589754726,2
70.0,70.0,70.0,42,68.0,2
65.0,78.0,78.0,66,60.32960893854749,1
73.0,73.0,74.0,92,74.2,0
75.0,75.0,73.8,63,74.2,1
56.0,64.12121212121212,66.16666666666667,71,56.0,1
39.0,51.0,39.0,0,65.12,2
87.0,87.0,68.0,92,56.98611111111112,1
62.0,36.333333333333336,36.333333333333336,81,55.552489304503226,0
44.0,44.0,55.75,48,42.5,2
67.0,67.0,67.6,74,63.27619047619048,0
82.0,82.0,82.0,89,79.0,1
54.0,44.0,44.0,68,61.64556962025316,1
83.0,83.0,59.095238095238095,88,63.18636363636364,1
45.0,65.94736842105263,63.94117647058823,57,59.12396694214876,2
83.0,68.42650572394776,83.0,100,54.9688129926138,1
86.0,86.0,69.25,95,71.98258011060099,0
88.0,88.0,88.0,98,56.32658030193984,0
80.0,56.333333333333336,56.333333333333336,85,51.5,1
72.0,72.0,69.36363636363636,73,65.35714285714286,1
55.0,55.0,69.0,41,55.891891891891895,2
88.0,68.42650572394776,58.66666666666666,87,68.85620915032679,0
100.0,68.42650572394776,73.0,58,70.37256906302127,2
80.0,62.5,65.66666666666667,90,70.56603773584905,0
41.0,41.0,46.5,60,41.0,1
8.0,8.0,8.0,0,55.552489304503226,2
91.0,68.42650572394776,91.0,97,61.82758620689656,1
69.0,68.42650572394776,69.0,99,69.0,0
